customer_id,total_purchases,avg_cart_value,total_time_spent,product_click,discount_counts,cluster,customer_segment
CM00809,12.0,154.14,26.87,18.0,2.0,0,Bargain Hunter
CM00810,15.0,189.79,42.58,25.0,4.0,0,Bargain Hunter
CM00811,3.0,21.35,94.46,49.0,2.0,1,High Spender
CM00812,22.0,47.11,12.7,17.0,8.0,2,Window Shopper
CM00813,3.0,44.12,104.04,57.0,2.0,1,High Spender
CM00814,17.0,11.06,21.29,9.0,11.0,2,Window Shopper
CM00815,5.0,21.22,111.09,51.0,1.0,1,High Spender
CM00816,2.0,25.86,76.47,51.0,1.0,1,High Spender
CM00817,25.0,19.99,16.57,18.0,15.0,2,Window Shopper
CM00818,19.0,22.76,10.27,13.0,11.0,2,Window Shopper
CM00819,10.0,167.96,41.94,24.0,2.0,0,Bargain Hunter
CM00820,11.0,140.66,36.8,24.0,4.0,0,Bargain Hunter
CM00821,19.0,112.55,43.52,15.0,4.0,0,Bargain Hunter
CM00822,6.0,63.0,84.95,47.0,1.0,1,High Spender
CM00823,21.0,26.08,10.9,15.0,7.0,2,Window Shopper
CM00824,10.0,108.16,47.1,16.0,4.0,0,Bargain Hunter
CM00825,20.0,25.57,9.19,18.0,8.0,2,Window Shopper
CM00826,10.0,60.24,96.91,51.0,1.0,1,High Spender
CM00827,21.0,49.25,14.5,15.0,10.0,2,Window Shopper
CM00828,6.0,33.84,116.6,48.0,2.0,1,High Spender
CM00829,11.0,125.86,41.88,12.0,0.0,0,Bargain Hunter
CM00830,9.0,66.32,109.91,45.0,1.0,1,High Spender
CM00831,21.0,35.76,24.26,12.0,12.0,2,Window Shopper
CM00832,6.0,67.24,85.08,61.0,1.0,1,High Spender
CM00833,9.0,157.7,54.29,20.0,2.0,0,Bargain Hunter
CM00834,10.0,167.23,26.73,18.0,2.0,0,Bargain Hunter
CM00835,13.0,155.47,21.42,29.0,1.0,0,Bargain Hunter
CM00836,1.0,47.42,66.99,53.0,0.0,1,High Spender
CM00837,7.0,161.71,29.87,23.0,1.0,0,Bargain Hunter
CM00838,5.0,30.21,79.46,45.0,0.0,1,High Spender
CM00839,6.0,30.65,114.81,52.0,1.0,1,High Spender
CM00840,13.0,138.87,30.45,19.0,2.0,0,Bargain Hunter
CM00841,8.0,140.2,26.46,28.0,5.0,0,Bargain Hunter
CM00842,7.0,27.46,117.24,40.0,2.0,1,High Spender
CM00843,16.0,114.26,48.75,16.0,1.0,0,Bargain Hunter
CM00844,6.0,40.78,81.31,50.0,0.0,1,High Spender
CM00845,18.0,44.02,8.01,21.0,16.0,2,Window Shopper
CM00846,9.0,107.72,24.81,22.0,1.0,0,Bargain Hunter
CM00847,2.0,47.25,75.2,54.0,0.0,1,High Spender
CM00848,10.0,127.71,25.27,24.0,2.0,0,Bargain Hunter
CM00849,8.0,196.35,37.06,24.0,3.0,0,Bargain Hunter
CM00850,19.0,44.69,18.61,16.0,7.0,2,Window Shopper
CM00851,24.0,27.11,19.63,7.0,12.0,2,Window Shopper
CM00852,3.0,54.41,64.57,40.0,3.0,1,High Spender
CM00853,19.0,47.84,5.55,25.0,15.0,2,Window Shopper
CM00854,27.0,31.03,14.81,10.0,3.0,2,Window Shopper
CM00855,18.0,13.05,26.77,12.0,15.0,2,Window Shopper
CM00856,19.0,44.8,14.78,24.0,17.0,2,Window Shopper
CM00857,8.0,138.28,45.95,23.0,2.0,0,Bargain Hunter
CM00858,23.0,47.56,13.13,12.0,15.0,2,Window Shopper
CM00859,5.0,20.9,109.45,50.0,0.0,1,High Spender
CM00860,3.0,39.38,103.17,47.0,0.0,1,High Spender
CM00861,23.0,32.17,17.01,19.0,10.0,2,Window Shopper
CM00862,8.0,52.23,95.26,43.0,0.0,1,High Spender
CM00863,1.0,75.21,111.32,60.0,2.0,1,High Spender
CM00864,2.0,51.78,118.8,42.0,0.0,1,High Spender
CM00865,5.0,32.82,98.25,53.0,0.0,1,High Spender
CM00866,19.0,39.5,20.43,9.0,20.0,2,Window Shopper
CM00867,18.0,20.39,7.66,18.0,9.0,2,Window Shopper
CM00868,11.0,182.59,29.95,31.0,1.0,0,Bargain Hunter
CM00869,10.0,102.21,48.82,19.0,1.0,0,Bargain Hunter
CM00870,13.0,131.49,40.55,18.0,2.0,0,Bargain Hunter
CM00871,3.0,75.99,60.35,49.0,0.0,1,High Spender
CM00872,5.0,26.06,79.85,51.0,1.0,1,High Spender
CM00873,13.0,129.58,40.78,22.0,2.0,0,Bargain Hunter
CM00874,15.0,19.27,6.04,21.0,17.0,2,Window Shopper
CM00875,12.0,112.04,57.38,21.0,2.0,0,Bargain Hunter
CM00876,7.0,70.71,117.19,48.0,1.0,1,High Spender
CM00877,9.0,170.06,55.63,15.0,1.0,0,Bargain Hunter
CM00878,13.0,125.09,45.82,21.0,1.0,0,Bargain Hunter
CM00879,6.0,52.57,67.41,56.0,1.0,1,High Spender
CM00880,30.0,21.89,17.17,16.0,11.0,2,Window Shopper
CM00881,12.0,179.22,25.6,30.0,1.0,0,Bargain Hunter
CM00882,5.0,48.31,116.27,63.0,1.0,1,High Spender
CM00883,3.0,59.43,85.76,54.0,0.0,1,High Spender
CM00884,29.0,35.34,24.94,14.0,4.0,2,Window Shopper
CM00885,7.0,66.37,91.67,64.0,0.0,1,High Spender
CM00886,19.0,23.67,26.72,15.0,6.0,2,Window Shopper
CM00887,5.0,38.94,99.54,51.0,1.0,1,High Spender
CM00888,5.0,73.99,81.91,44.0,0.0,1,High Spender
CM00889,7.0,25.03,89.76,57.0,0.0,1,High Spender
CM00890,5.0,56.27,96.55,48.0,1.0,1,High Spender
CM00891,12.0,164.98,43.75,13.0,3.0,0,Bargain Hunter
CM00892,13.0,38.99,29.28,13.0,9.0,2,Window Shopper
CM00893,24.0,18.2,29.6,15.0,7.0,2,Window Shopper
CM00894,10.0,135.86,55.9,17.0,2.0,0,Bargain Hunter
CM00895,8.0,160.18,27.31,18.0,0.0,0,Bargain Hunter
CM00896,23.0,25.37,26.71,19.0,13.0,2,Window Shopper
CM00897,6.0,43.15,90.3,42.0,2.0,1,High Spender
CM00898,7.0,117.69,20.26,21.0,0.0,0,Bargain Hunter
CM00899,4.0,28.63,65.03,67.0,1.0,1,High Spender
CM00900,3.0,50.78,62.29,49.0,3.0,1,High Spender
CM00901,4.0,44.17,95.66,59.0,0.0,1,High Spender
CM00902,8.0,68.02,64.01,46.0,1.0,1,High Spender
CM00903,4.0,20.55,63.14,65.0,1.0,1,High Spender
CM00904,4.0,26.37,106.89,49.0,1.0,1,High Spender
CM00905,3.0,40.54,68.09,64.0,1.0,1,High Spender
CM00906,16.0,139.78,51.4,12.0,1.0,0,Bargain Hunter
CM00907,23.0,39.74,20.49,11.0,16.0,2,Window Shopper
CM00908,9.0,155.24,55.02,23.0,1.0,0,Bargain Hunter
CM00909,10.0,166.38,59.7,14.0,1.0,0,Bargain Hunter
CM00910,6.0,59.37,68.4,51.0,0.0,1,High Spender
CM00911,5.0,41.43,92.61,51.0,1.0,1,High Spender
CM00912,4.0,30.57,83.56,55.0,0.0,1,High Spender
CM00913,4.0,35.79,68.13,43.0,2.0,1,High Spender
CM00914,4.0,40.22,108.78,52.0,1.0,1,High Spender
CM00915,19.0,33.2,28.62,17.0,9.0,2,Window Shopper
CM00916,5.0,47.81,109.75,57.0,1.0,1,High Spender
CM00917,12.0,141.54,52.1,25.0,2.0,0,Bargain Hunter
CM00918,8.0,157.85,54.47,25.0,2.0,0,Bargain Hunter
CM00919,8.0,156.6,43.84,15.0,4.0,0,Bargain Hunter
CM00920,,,99.69,,1.0,1,High Spender
CM00920,,,99.69,,1.0,1,High Spender
CM00921,22.0,29.5,22.14,22.0,8.0,2,Window Shopper
CM00922,5.0,116.34,22.93,17.0,2.0,0,Bargain Hunter
CM00923,6.0,53.99,119.16,53.0,0.0,1,High Spender
CM00924,,,67.91,,0.0,1,High Spender
CM00924,,,67.91,,0.0,1,High Spender
CM00925,7.0,180.99,46.52,15.0,1.0,0,Bargain Hunter
CM00926,4.0,72.65,111.81,47.0,2.0,1,High Spender
CM00927,12.0,163.14,56.9,19.0,3.0,0,Bargain Hunter
CM00928,3.0,32.88,115.35,57.0,2.0,1,High Spender
CM00929,4.0,68.25,116.19,46.0,1.0,1,High Spender
CM00930,22.0,40.54,17.04,19.0,9.0,2,Window Shopper
CM00931,18.0,42.99,15.1,19.0,12.0,2,Window Shopper
CM00932,8.0,154.43,52.47,28.0,0.0,0,Bargain Hunter
CM00933,8.0,168.43,34.99,22.0,1.0,0,Bargain Hunter
CM00934,22.0,40.11,14.71,18.0,13.0,2,Window Shopper
CM00935,8.0,23.47,83.58,54.0,1.0,1,High Spender
CM00936,,,10.68,,16.0,2,Window Shopper
CM00936,,,10.68,,16.0,2,Window Shopper
CM00937,22.0,43.19,11.05,14.0,7.0,2,Window Shopper
CM00938,8.0,50.19,68.72,55.0,1.0,1,High Spender
CM00939,17.0,36.6,13.16,18.0,12.0,2,Window Shopper
CM00940,1.0,50.18,77.14,52.0,1.0,1,High Spender
CM00941,3.0,187.51,47.11,18.0,1.0,0,Bargain Hunter
CM00942,28.0,29.2,6.84,13.0,10.0,2,Window Shopper
CM00943,14.0,154.11,20.43,10.0,2.0,0,Bargain Hunter
CM00944,22.0,20.96,5.99,13.0,6.0,2,Window Shopper
CM00945,4.0,61.49,109.15,53.0,0.0,1,High Spender
CM00946,24.0,36.11,11.83,10.0,13.0,2,Window Shopper
CM00947,9.0,182.63,21.89,14.0,1.0,0,Bargain Hunter
CM00948,11.0,24.01,17.22,10.0,11.0,2,Window Shopper
CM00949,25.0,10.79,10.52,12.0,12.0,2,Window Shopper
CM00950,11.0,122.05,59.03,20.0,2.0,0,Bargain Hunter
CM00951,17.0,44.47,5.61,16.0,9.0,2,Window Shopper
CM00952,20.0,12.06,7.0,19.0,11.0,2,Window Shopper
CM00953,20.0,40.33,29.25,13.0,12.0,2,Window Shopper
CM00954,21.0,49.36,13.43,14.0,10.0,2,Window Shopper
CM00955,8.0,43.88,79.98,54.0,1.0,1,High Spender
CM00956,9.0,104.84,36.31,22.0,0.0,0,Bargain Hunter
CM00957,6.0,115.14,24.8,26.0,0.0,0,Bargain Hunter
CM00958,4.0,36.11,98.28,41.0,1.0,1,High Spender
CM00959,5.0,157.39,32.83,21.0,4.0,0,Bargain Hunter
CM00960,8.0,36.62,111.19,56.0,1.0,1,High Spender
CM00961,5.0,71.66,97.72,55.0,1.0,1,High Spender
CM00962,19.0,49.8,22.62,15.0,11.0,2,Window Shopper
CM00963,17.0,38.64,29.93,19.0,6.0,2,Window Shopper
CM00964,8.0,116.27,24.36,19.0,4.0,0,Bargain Hunter
CM00965,10.0,172.88,55.18,21.0,1.0,0,Bargain Hunter
CM00966,13.0,129.59,51.3,15.0,2.0,0,Bargain Hunter
CM00967,5.0,72.41,94.25,55.0,2.0,1,High Spender
CM00968,7.0,155.66,28.33,24.0,2.0,0,Bargain Hunter
CM00969,23.0,17.14,21.36,14.0,6.0,2,Window Shopper
CM00970,17.0,14.16,7.06,16.0,10.0,2,Window Shopper
CM00971,15.0,30.51,5.12,17.0,9.0,2,Window Shopper
CM00972,5.0,24.19,93.22,47.0,0.0,1,High Spender
CM00973,5.0,28.62,94.77,47.0,1.0,1,High Spender
CM00974,4.0,24.03,65.98,33.0,1.0,1,High Spender
CM00975,5.0,43.29,86.57,46.0,0.0,1,High Spender
CM00976,17.0,36.55,18.53,17.0,13.0,2,Window Shopper
CM00977,9.0,134.1,33.37,23.0,0.0,0,Bargain Hunter
CM00978,7.0,79.76,93.89,40.0,3.0,1,High Spender
CM00979,5.0,33.29,93.41,44.0,1.0,1,High Spender
CM00980,17.0,37.84,7.35,9.0,12.0,2,Window Shopper
CM00981,4.0,34.99,87.74,46.0,0.0,1,High Spender
CM00982,10.0,158.8,58.46,26.0,0.0,0,Bargain Hunter
CM00983,12.0,104.56,56.6,26.0,1.0,0,Bargain Hunter
CM00984,13.0,44.48,19.81,19.0,7.0,2,Window Shopper
CM00985,0.0,49.75,111.73,43.0,1.0,1,High Spender
CM00986,,,93.86,,2.0,1,High Spender
CM00986,,,93.86,,2.0,1,High Spender
CM00987,4.0,56.37,66.23,50.0,0.0,1,High Spender
CM00988,3.0,68.18,72.86,62.0,0.0,1,High Spender
CM00989,4.0,45.6,83.83,46.0,2.0,1,High Spender
CM00990,9.0,102.4,33.65,22.0,1.0,0,Bargain Hunter
CM00991,8.0,75.67,110.0,48.0,1.0,1,High Spender
CM00992,6.0,194.09,48.2,19.0,2.0,0,Bargain Hunter
CM00993,5.0,46.41,79.97,60.0,1.0,1,High Spender
CM00994,5.0,64.64,72.7,50.0,1.0,1,High Spender
CM00995,5.0,68.36,75.41,43.0,1.0,1,High Spender
CM00996,18.0,19.53,28.77,18.0,8.0,2,Window Shopper
CM00997,4.0,28.97,72.27,57.0,3.0,1,High Spender
CM00998,29.0,39.29,9.99,16.0,11.0,2,Window Shopper
